nq_1963,"what is the dogs name in wizard of oz?","Toto; Terry",supported,0.95,"https://en.wikipedia.org/wiki/Toto_(Oz)","In the 1939 movie The Wizard of Oz, Toto was played by a female brindle Cairn Terrier named Terry.",""
trivia_3688,"Shire, Arabian, Mustang, and Hackney are types of?","horse breeds",supported,0.6,"https://en.wikipedia.org/wiki/List_of_horse_breeds","Shire horse ... Arabian ... Spanish Mustang ... (listed as horse breeds).",""
trivia_6455,"Silkworms feed on the leaves of which tree?","Mulberry tree",supported,0.95,"https://www.sarahssilks.com/blogs/journal/119260995-silkworms-and-mulberry-trees","Mulberry leaves are the only leaves that silkworms will eat.",""
nq_1132,"who played the beast in the movie beauty and the beast?","Dan Stevens; Robby Benson; Jean Marais; Vincent Cassel",unknown,0.5,"https://en.wikipedia.org/wiki/Beauty_and_the_Beast_(2014_film)","The film stars Léa Seydoux as Belle and Vincent Cassel as the Beast.",""
trivia_4372,"What was the first name of de Gaulle, the first President of French Fifth Republic from 1959 to 1969?","Charles",supported,0.9,"https://www.britannica.com/biography/Charles-de-Gaulle-president-of-France","Charles de Gaulle ... architect of France’s Fifth Republic.",""
trivia_1228,"Who was British Prime Minister between Winston Churchill’s two terms in office?","Clement Attlee",supported,0.95,"https://en.wikipedia.org/wiki/Clement_Attlee","Clement Richard Attlee ... was Prime Minister of the United Kingdom from 1945 to 1951.",""
trivia_2583,"Sixties pop music - Who recorded the 1962 hit record 'Sheila'?","Tommy Roe",supported,0.95,"https://en.wikipedia.org/wiki/Sheila_(Tommy_Roe_song)","\"Sheila\" is a song written and recorded by Tommy Roe.",""
trivia_489,"What sport or pastime would you be playing if your balls were black and blue and your opponent's were red and yellow?","Croquet",supported,0.95,"https://en.wikipedia.org/wiki/Croquet","The main croquet ball colours used are blue, red, black and yellow.",""
trivia_8291,"In which city will the 2020 Summer Olympics be held?","Tokyo",supported,0.95,"https://www.reuters.com/article/us-olympics-tokyo-profile/profile-2020-summer-olympic-host-city-tokyo-idUSBRE9860JI20130907/","Tokyo was named ... the host city for the 2020 Summer Olympics.",""
nq_2199,"when was the first underwater cable laid beneath the english channel?","1850; 1851",supported,0.85,"https://www.historyofinformation.com/detail.php?entryid=59","In 1850 ... laid the first telegraph cable between England and France ... in September 1851 the brothers installed an armored cable.",""
trivia_4617,"Admiral Sir John Jellicoe commanded the British fleet at the Battle of Jutland, the largest naval battle of World War I, against a fleet from which country?","Germany",supported,0.95,"https://en.wikipedia.org/wiki/Battle_of_Jutland","naval battle between Britain’s Royal Navy Grand Fleet ... and the Imperial German Navy’s High Seas Fleet.",""
