nq_2598,"how many times has lake placid hosted the winter olympics?","2",supported,0.95,"https://www.theadkx.org/lake-placid-winter-olympic-games/","Lake Placid has had the privilege of hosting two Winter Olympic games, first in 1932 and again in 1980.",""
trivia_192,"Which rock star did Cindy Crawford name her first son after?","Elvis Presley",unknown,0.3,"https://people.com/all-about-cindy-crawford-kids-7642501","Crawford and Gerber's first child, son Presley Walker Gerber, was born...",""
nq_312,"how long are the episodes in stranger things season 1?","42-55 minutes per episode; About 50 minutes per episode",supported,0.9,"https://strangerthings.fandom.com/wiki/Stranger_Things/Season_1","It consists of eight episodes ranging from forty-two to fifty-five minutes in length.",""
nq_1715,"who sang from russia with love james bond?","Matt Monro",supported,0.95,"https://en.wikipedia.org/wiki/From_Russia_with_Love_(soundtrack)","The theme song was composed by Lionel Bart ... and sung by Matt Monro.",""
trivia_2528,"Which sportsmen wear the ‘baggy green’?","Australian Test cricketers",supported,0.95,"https://en.wikipedia.org/wiki/Baggy_green","The baggy green ... has been worn by Australian Test cricketers since around the turn of the twentieth century.",""
trivia_8435,"Which city of central Spain was renowned throughout the Middle Ages as an important center for the production of swords and other bladed instruments?","Toledo",supported,0.95,"https://en.wikipedia.org/wiki/Toledo_steel","By the end of the Reconquista, Toledo was considered to be the greatest sword-making centre in the world.",""
nq_823,"how many inches is the iphone 5s screen?","4 inches",supported,0.95,"https://en.wikipedia.org/wiki/IPhone_5S","The iPhone 5s ... with a 4 in (10 cm) LCD multi-touch Retina display.",""
trivia_5751,"What movie featured the song ""You've Got a Friend in Me""?"","Toy Story; Toy Story 2; Toy Story 3; Toy Story 4",supported,0.9,"https://disney.fandom.com/wiki/You've_Got_a_Friend_in_Me","Written as the theme song for the 1995 film Toy Story and its sequels Toy Story 2, Toy Story 3, and Toy Story 4.",""
trivia_9325,"One Summer: America 1927 is a 2013 history book by which author?","Bill Bryson",supported,0.95,"https://en.wikipedia.org/wiki/One_Summer:_America,_1927","One Summer: America, 1927 is a 2013 history book by Bill Bryson.",""
trivia_3452,"The official Astronomical length of a ('Julian') year is how many days?","365.25 days",supported,0.95,"https://en.wikipedia.org/wiki/Julian_year_(astronomy)","A Julian year ... is defined as exactly 365.25 days.",""
trivia_2816,"The Uffizi and the Bargello are among the museums of art in which European city ?","Florence",supported,0.85,"https://www.florencewise.com/things-to-do-in-florence/michelangelo-and-more-at-the-bargello-museum-florence/","The Bargello Museum is the Florence art museum you (probably) didn’t know existed, and might just become your favorite.",""
trivia_4181,"Sweeney Todd was the demon barber of what street?","Fleet Street",supported,0.95,"https://en.wikipedia.org/wiki/Sweeney_Todd:_The_Demon_Barber_of_Fleet_Street","Sweeney Todd: The Demon Barber of Fleet Street.",""
trivia_3957,"What game, created in 1904 by a quaker, Elizabeth (Lizzie) Phillips, when revised by Charles Darrow and others became one of the world's most played commercial board games?","The Landlord's Game",supported,0.9,"https://en.wikipedia.org/wiki/The_Landlord%27s_Game","The Landlord's Game ... invented by Elizabeth Magie, and it is the inspiration for the commercial board game Monopoly.",""
trivia_964,"In which year did it become compulsory to wear seat belts in front seats of cars in the UK?","1983",supported,0.95,"https://en.wikipedia.org/wiki/Seat_belt_legislation","It did not become compulsory for them to be worn until 1983.",""
trivia_5470,"What country's ""Kingdom Tower"" is planned to be more than a kilometer tall when it is completed in 2018?"","Saudi Arabia",supported,0.95,"https://en.wikipedia.org/wiki/Jeddah_Tower","Jeddah Tower is ... under construction in Jeddah, Saudi Arabia ... planned to be the first 1-kilometre-tall building.",""
trivia_6727,"What nickname has been given to the Velodrome in the Olympic Park because of the shape of its roof?","The Pringle",supported,0.95,"https://en.wikipedia.org/wiki/Lee_Valley_VeloPark","It is informally known as ""The Pringle"" due to its distinctive shape.",""
nq_1276,"who owned the colts when they left baltimore?","Robert Irsay",supported,0.9,"https://www.colts.com/news/colts-announce-ownership-transition-carlie-irsay-gordon-casey-foyt-kalen-jackson-jim-irsay","Robert moved the team to Indianapolis in 1984.",""
trivia_9127,"In 'Brookside', which actress, later to become the star of many TV dramas, played the part of 'Heather Huntingdon' who became 'Heather Haversham', who became 'Heather Black'?","Amanda Burton",supported,0.95,"https://en.wikipedia.org/wiki/Heather_Haversham","Heather Haversham ... is ... played by Amanda Burton.",""
trivia_1180,"In the novel ‘Watership Down’, Yona is what type of creature?","hedgehog",supported,0.9,"https://watershipdown.fandom.com/wiki/Yona","Yona is the Lapine name for a hedgehog.",""
