webq_333,"who is the senior senator of louisiana?","Bill Cassidy",supported,0.9,"https://en.wikipedia.org/wiki/Bill_Cassidy","Bill Cassidy is the senior United States senator from Louisiana",""]
trivia_8037,"Josiah Bartlet was a central character in which U.S. TV drama series?","The West Wing",supported,0.9,"https://en.wikipedia.org/wiki/Jed_Bartlet","Josiah Edward ""Jed"" Bartlet is a fictional character from the American television serial drama The West Wing",""]
trivia_1678,"Breve, Mocha and Americano are all types of which drink?","coffee",supported,0.85,"https://www.webstaurantstore.com/article/397/types-of-coffee-drinks.html","Americano · ... · Breve · ... · Mocha",""]
nq_265,"who played adaline in the age of adaline?","Blake Lively",supported,0.9,"https://en.wikipedia.org/wiki/The_Age_of_Adaline","The film stars Blake Lively as Adaline",""]
nq_3609,"when was as you like it first performed?","c. 1599–1600 (probable first staging at the Globe); 20 February 1603 (earliest recorded performance, Wilton House)",unsupported,0.3,"https://en.wikipedia.org/wiki/As_You_Like_It","The earlier of these is Shrove Tuesday, 20 February 1599... The later is 2 December 1603 at Wilton House",""]
trivia_4134,"What, the first of its kind in Britain, was established by John Tate in Stevenage, Hertfordshire in 1489?","Paper mill",supported,0.6,"https://www.hertsmemories.org.uk/content/herts-history/topics/the-word-is-hertfordshire/this-week-in-hertfordshire/may/john-tates-paper-mill","first recorded reference to a paper mill in Britain ... near Stevenage belonging to John Tate",""]
webq_1284,"which countries in africa were slaves taken from?","Senegal; The Gambia; Guinea-Bissau; Guinea; Sierra Leone; Liberia; Cote d'Ivoire; Ghana; Togo; Benin; Nigeria; Cameroon; Equatorial Guinea; Gabon; Republic of the Congo; Democratic Republic of the Congo; Angola; Mozambique; Madagascar",unknown,0.3,"https://www.statista.com/statistics/1150475/number-slaves-taken-from-africa-by-region-century/","captives embarked in ports between present-day Senegal and Gabon; others from Central Africa",""]
webq_278,"who was esther's husband?","King Ahasuerus (Xerxes I of Persia); Abhijit Banerjee; Fernando Lamas; Desmond Wilcox; Philip Davies; Jack Saul",unsupported,0.2,"https://en.wikipedia.org/wiki/Esther","the Persian king Ahasuerus falls in love with Esther and marries her",""]
nq_3464,"who sang raindrops keep fallin on my head?","B. J. Thomas; Sacha Distel; Andy Williams",unsupported,0.2,"https://en.wikipedia.org/wiki/Raindrops_Keep_Fallin%27_on_My_Head","The single by B. J. Thomas reached No. 1",""]
trivia_530,"In which country are the Angel Falls, the highest waterfall in the world?","Venezuela",supported,0.95,"https://en.wikipedia.org/wiki/Angel_Falls","Angel Falls ... is a waterfall in Venezuela",""]
trivia_6749,"What was the name of the huge beast, probably a hippo, described in the Book of Job?","Behemoth",supported,0.9,"https://en.wikipedia.org/wiki/Behemoth","Behemoth ... is a beast from the biblical Book of Job",""]
nq_2197,"how many super bowl games has the patriots played in?","11",supported,0.7,"https://operations.nfl.com/learn-the-game/nfl-basics/team-histories/american-football-conference/east/new-england-patriots/","They hold the NFL record for the most Super Bowl appearances with 11",""]
trivia_2321,"In what decade did Keir Hardie become the first Labour MP?","1890s",supported,0.6,"https://en.wikipedia.org/wiki/Keir_Hardie","Hardie won ... West Ham South ... at the 1892 general election",""]
trivia_900,"In medicine the MMR vaccination gives protection against which diseases?","measles; mumps; rubella",supported,0.95,"https://www.cdc.gov/measles/vaccines/index.html","vaccines that protect against measles, mumps, and rubella",""]
trivia_6559,"Which British periodical was founded by Joseph Addison and Richard Steel in 1711, the current magazine bearing the title was launched in 1828?","The Spectator",supported,0.9,"https://en.wikipedia.org/wiki/The_Spectator_(1711)","The Spectator was a daily publication published by Joseph Addison and Richard Steele ... from 1711",""]
nq_2917,"who sings the theme song for degrassi the next generation?","Damhnait Doyle; Alexz Johnson; Alyssa Reid and Jesse Labelle",unknown,0.4,"https://degrassi.fandom.com/wiki/Degrassi_Theme_Songs","Sung by Damhnait Doyle",""]
trivia_7379,"Which Gilbert and Sullivan opera has the alternate title 'Bunthome's Bride'?","Patience",supported,0.9,"https://en.wikipedia.org/wiki/Patience_(opera)","Patience; or, Bunthorne's Bride",""]
nq_528,"who is the father of genetics and what did he study?","Gregor Mendel - heredity/inheritance in pea plants (Pisum sativum)",supported,0.9,"https://en.wikipedia.org/wiki/Gregor_Mendel","Mendel's pea plant experiments ... established many of the rules of heredity",""]
trivia_3535,"What 'seasonal-mood' name was given to the western social phenomenon of mid-1967, sparked by the vast gathering of young people in Haight-Ashbury, San Francisco?","Summer of Love",supported,0.9,"https://en.wikipedia.org/wiki/Summer_of_Love","The Summer of Love ... occurred in San Francisco during the summer of 1967",""]
trivia_7853,"In which present day British county was the first UK Women’s Institute founded in 1915?","Isle of Anglesey",supported,0.85,"https://en.wikipedia.org/wiki/Women%27s_Institute","first WI meeting ... took place ... at Llanfairpwll on Anglesey",""]
nq_197,"who is the speaker in shooting an elephant?","George Orwell; the narrator, a British colonial police officer in Burma",supported,0.85,"https://en.wikipedia.org/wiki/Shooting_an_Elephant","the narrator ... is a police officer ... in Moulmein, Burma",""]
webq_1065,"where did the australian floods take place?","Queensland, Australia; New South Wales, Australia; Victoria, Australia",supported,0.6,"https://en.wikipedia.org/wiki/Floods_in_New_South_Wales","floods ... in Queensland and Victoria ... and ... New South Wales",""]
nq_2124,"who has been chosen as the brand ambassador of the campaign ' beti bachao-beti padhao?","Madhuri Dixit; Parineeti Chopra; Sakshi Malik",unknown,0.3,"https://indianexpress.com/article/india/haryana-parineeti-chopra-dropped-as-beti-bachao-ambassador-cong-questions-govt-mum/","Madhuri Dixit Nene was appointed as national ambassador for the campaign",""]
trivia_2268,"Sumatran, Malayan and Siberian are all species of which mammal?","tiger",supported,0.9,"https://en.wikipedia.org/wiki/Siberian_tiger","Bengal, Malayan, ... Siberian ... tiger populations",""]
trivia_4392,""""Yabba dabba doo"" was a catch-phrase in which cartoon series?""","The Flintstones",supported,0.9,"https://flintstones.fandom.com/wiki/Yabba-Dabba-Doo!","Yabba-Dabba-Doo! is Fred Flintstone's most famous ... catchphrase ... in The Flintstones",""]
trivia_1705,"The feathers of which bird are said to bring bad luck if they are brought into the house?","Peacock",supported,0.6,"https://www.birdspot.co.uk/bird-brain/why-are-peacock-feathers-considered-unlucky","avoid having peacock feathers ... in their homes",""]
trivia_420,"The Canary Islands are named after what animal?","dogs; seals",supported,0.7,"https://en.wikipedia.org/wiki/Canary_Islands","Canariae Insulae, meaning 'Islands of the Dogs'",""]
trivia_2866,"With a population of almost 930,000 inhabitants, what is the capital city of Nicaragua?","Managua",supported,0.9,"https://en.wikipedia.org/wiki/Managua","Managua is the capital and largest city of Nicaragua",""]
trivia_9985,"Ladon the dragon was killed by Heracles while guarding which of the twelve labours?","Eleventh labour: Golden Apples of the Hesperides",supported,0.9,"https://en.wikipedia.org/wiki/Ladon_(mythology)","In pursuance of his eleventh labour, Heracles killed Ladon ... and carried the apples away",""]
trivia_3691,"Tala is the basic monetary unit of which country?","Samoa",supported,0.9,"https://www.samoa.travel/samoa-travel-advice/currency-banks/","The local currency in Samoa is the Samoan tala",""]
trivia_8895,"The title of the play Arms and the Man by George Bernard Shaw comes from the opening words of the Aeneid by which Roman poet?","Virgil",supported,0.9,"https://poets.org/poem/aeneid-book-i-arms-and-man-i-sing","Arms and the man I sing",""]
webq_1917,"what county is utica ny in?","Oneida County",supported,0.9,"https://en.wikipedia.org/wiki/Utica,_New_York","Utica ... is ... the county seat of Oneida County",""]
trivia_2600,"Becoming very famous in 1970, what is the much more famous name of Rosemary Brown who was born on August 30th 1951, since marrying in 1978 her name has become Rosemary Scallon?","Dana",supported,0.6,"https://en.wikipedia.org/wiki/Dana_Rosemary_Scallon","Dana Rosemary Scallon (born Rosemary Brown)... known professionally as Dana",""]
trivia_4751,"What is the maximum number of points that can be scored from a single shot in basketball?","3; 4",unsupported,0.3,"https://prepp.in/question/5-in-basketball-what-can-be-the-maximum-number-of-65e087d2d5a684356e9801b9","maximum ... is 4 points",""]
trivia_2676,"Which American golfer, winner of three majors, was tragically killed in a plane crash on October 25th 1999, at the time of his death he was the reigning US Open Champion?","Payne Stewart",supported,0.9,"https://en.wikipedia.org/wiki/Payne_Stewart","William Payne Stewart ... died ... October 25, 1999",""]
trivia_616,"Which cheese shares its name with a Guiness Premiership rugby team that play at Welford Road?","Leicester; Red Leicester",supported,0.6,"https://en.wikipedia.org/wiki/Leicester_Tigers","Leicester Tigers ... plays its home matches at ... Welford Road",""]
trivia_541,"If it was Phil Mickelson in 2006, Zach Johnson in 2007, and Trevor Immelman in 2008, who was it in 2009?","Angel Cabrera",supported,0.9,"https://www.pga.com/archive/events/masters/list-masters-champions","2009 — Angel Cabrera ... 2008 — Trevor Immelman ... 2007 — Zach Johnson",""]
