trivia_3058,"What gas, symbol F, is the most reactive of all chemical elements?","Fluorine",supported,0.86,"https://www.britannica.com/science/fluorine","fluorine (F), most reactive chemical element",""
webq_961,"who plays dwight in the office?","Rainn Wilson",supported,0.9,"https://en.wikipedia.org/wiki/Rainn_Wilson","He starred as Dwight Schrute on NBC's American adaptation of The Office",""
nq_2080,"who is the actor that plays dr. sean murphy?","Freddie Highmore",supported,0.9,"https://en.wikipedia.org/wiki/Shaun_Murphy_(The_Good_Doctor)","portrayed by English actor Freddie Highmore",""
webq_1388,"what time zone is toronto gmt?","GMT-5 (EST); GMT-4 (EDT)",supported,0.85,"https://www.timeanddate.com/time/zone/canada/toronto","EST UTC-5h · EDT UTC-4h",""
webq_978,"what part did jeff conaway play in grease?","Kenickie; Danny Zuko",supported,0.7,"https://www.imdb.com/name/nm0001063/","played Kenickie in the movie version of Grease ... appeared in the Broadway production as Danny Zuko",""
trivia_3741,"Who won the 2007 Nobel Peace Prize for his environmental work including the controversial film An Inconvenient Truth?","Al Gore",supported,0.9,"https://www.nobelprize.org/prizes/peace/2007/gore/facts/","documentary film An Inconvenient Truth (2006)",""
trivia_11016,"The result of a tryst with the wife of his bitter enemy, what legendary English ruler is the bastard son of Igraine and Uther Pendragon?","King Arthur",supported,0.85,"https://en.wikipedia.org/wiki/Uther_Pendragon","Arthur ... is an illegitimate child",""
nq_2770,"german word for pleasure from someone else 's pain?","Schadenfreude",supported,0.9,"https://www.merriam-webster.com/dictionary/schadenfreude","joy you might feel at another person’s pain",""
nq_2553,"what city was zeus the patron god of?","Olympia; Dodona; Dion",unsupported,0.55,"https://en.wikipedia.org/wiki/Greek_city-state_patron_gods","Zeus as patron deity of Olympia",""
nq_737,"who wrote the song photograph by ringo starr?","Ringo Starr; George Harrison",supported,0.9,"https://en.wikipedia.org/wiki/Photograph_(Ringo_Starr_song)","Starr co-wrote it with George Harrison",""
trivia_6279,"What is the US equivalent of the British Army's SAS?","1st Special Forces Operational Detachment-Delta (Delta Force); Naval Special Warfare Development Group (DEVGRU/SEAL Team Six)",unsupported,0.55,"https://en.wikipedia.org/wiki/Delta_Force","Delta Force's structure is similar to the British 22 SAS Regiment",""
trivia_6465,"What is the medical name for the breastbone?","sternum",supported,0.9,"https://my.clevelandclinic.org/health/body/sternum-breastbone","Your sternum, or breastbone, is a flat, vertical bone",""
trivia_10158,"What is the most exclusive hotel in Brook Street London?","Claridge's",supported,0.7,"https://en.wikipedia.org/wiki/Claridge%27s","5-star hotel at the corner of Brook Street and Davies Street in Mayfair, London",""
trivia_7619,"Which motor manufacturer makes the models Note and Juke?","Nissan",supported,0.8,"https://en.wikipedia.org/wiki/Nissan_Juke","The Juke was designed at Nissan Design Europe",""
trivia_8557,"Prior to the introduction of the Euro, which coin was equal to one-hundredth of a German Mark?","Pfennig",supported,0.9,"https://en.wikipedia.org/wiki/Deutsche_Mark","One Deutsche Mark was divided into 100 pfennigs",""
webq_1564,"what are all the countries in north africa?","Algeria, Egypt, Libya, Morocco, Tunisia; Algeria, Egypt, Libya, Morocco, Sudan, Tunisia; Algeria, Egypt, Libya, Mauritania, Morocco, Tunisia",unsupported,0.55,"https://en.wikipedia.org/wiki/North_Africa","Algeria, Egypt, Libya, Morocco, Tunisia, and Western Sahara",""
webq_84,"which countries speak german officially?","Germany; Austria; Switzerland; Liechtenstein; Luxembourg; Belgium",supported,0.85,"https://en.wikipedia.org/wiki/List_of_countries_and_territories_where_German_is_an_official_language","Germany, Austria, Belgium, Liechtenstein, Luxembourg, and Switzerland",""
trivia_5183,"What is the name of a book where photographs or stamps are kept?","album",supported,0.9,"https://www.vocabulary.com/dictionary/album","A photo album is full of pictures, and a stamp collector's album contains stamps",""
trivia_195,"Which Palestinian co-founded al Fatah in 1957?","Yasser Arafat; Khalil al-Wazir",supported,0.7,"https://www.palquest.org/en/overallchronology-grid?biographies=&nid=6562","In the autumn of 1957 he founded (with Khalil al-Wazir ...)",""
nq_1452,"where is season 3 of the detour filmed?","Alaska; Vancouver and surrounding areas in British Columbia, Canada",unsupported,0.6,"https://calgaryherald.com/entertainment/television/jason-jones-takes-alberta-detour-for-third-season-of-hit-tbs-comedy-series","crew also shooting in Exshaw, Cochrane, Canmore, Beiseker, Moose Mountain and Elbow Falls",""
