trivia_1140,"Politician Lev Davidovich Bronshtein was better known by what name?","Leon Trotsky",supported,0.95,"https://en.wikipedia.org/wiki/Leon_Trotsky","Lev Davidovich Trotsky (né Bronstein) ... better known as Leon Trotsky",""
trivia_1140,"Politician Lev Davidovich Bronshtein was better known by what name?","Lev Trotsky",unknown,0.55,"https://en.wikipedia.org/wiki/Leon_Trotsky","Lev Davidovich Trotsky (né Bronstein)",""
trivia_5571,"Which record label recorded The Supremes and The Jackson 5?","Motown Records",supported,0.95,"https://en.wikipedia.org/wiki/The_Supremes","The premier act of Motown Records during the 1960s",""
trivia_11035,"June 19, 1903 saw the birth of what legendary NY Yankee, who earned the nickname The Iron Horse in his 16 years playing for the team, until he was forced to retired when he was stricken with an eponymous disease?","Lou Gehrig",supported,0.95,"https://en.wikipedia.org/wiki/Lou_Gehrig","born ... June 19, 1903 ... played 17 seasons for the New York Yankees",""
webq_1321,"what is the milwaukee brewers stadium called?","American Family Field",supported,0.95,"https://en.wikipedia.org/wiki/American_Family_Field","American Family Field is ... the ballpark of MLB's Milwaukee Brewers",""
webq_1321,"what is the milwaukee brewers stadium called?","Miller Park",supported,0.75,"https://en.wikipedia.org/wiki/American_Family_Field","... was called Miller Park until 2020",""
trivia_4433,"What name is given to art that depicts inanimate (typically commonplace) objects, either natural (e.g. food, flowers, plants, rocks & shells) or man-made (e.g. drinking glasses, books, vases, jewelry, coins & pipes) in an artificial setting?","still life",supported,0.95,"https://en.wikipedia.org/wiki/Still_life","a work of art depicting mostly inanimate subject matter, typically commonplace objects",""
nq_2816,"when did australia 2 win the america 's cup?","1983",supported,0.85,"https://museum.wa.gov.au/research/collections/australia-ii/maritime-history-boats-and-watercraft/australia-ii-1983-winner-ame","On 26 September 1983, the yacht Australia II ... won the America’s Cup",""
nq_2816,"when did australia 2 win the america 's cup?","September 26, 1983",supported,0.95,"https://museum.wa.gov.au/research/collections/australia-ii/maritime-history-boats-and-watercraft/australia-ii-1983-winner-ame","On 26 September 1983, the yacht Australia II ... won the America’s Cup",""
trivia_4937,"Which fashionable London thoroughfare, about three quarters of a mile (1.2 km) long, runs from Hyde Park Corner to Marble Arch, along the length of the eastern side of Hyde Park?","Park Lane",supported,0.95,"https://en.wikipedia.org/wiki/Park_Lane","runs from Hyde Park Corner in the south to Marble Arch in the north",""
trivia_2203,"Captain of the Flying Dustman, what was the name of Captain Pugwash's mortal enemy?","Cut-Throat Jake",supported,0.95,"https://en.wikipedia.org/wiki/Captain_Pugwash","His mortal enemy is Cut-Throat Jake, captain of the Flying Dustman",""
nq_345,"who wrote the song city of new orleans?","Steve Goodman",supported,0.95,"https://en.wikipedia.org/wiki/City_of_New_Orleans_(song)","City of New Orleans is a country folk song written by Steve Goodman",""
trivia_9238,"Levi Stubbs was the lead singer of which 'Motown' group from 1953 until 2000?","The Four Tops",supported,0.95,"https://en.wikipedia.org/wiki/Levi_Stubbs","lead vocalist of the R&B group the Four Tops",""
